instrument_id,name,isin,yfinance_ticker,etoro_ticker,ric,exchange,country_hq,currency,gics_code
EQUMSTRUS5949724083X,Strategy Inc,US5949724083,MSTR,,MSTR.OQ,NSM,US,USD,45103010
EQUMTXXLU1598757687X,ArcelorMittal SA,LU1598757687,MT.AS,,MT.AS,AEX,LU,EUR,15104050
EQUMTBXUS55261F1049X,M&T Bank Corp,US55261F1049,MTB,,MTB.N,NYS,US,USD,40101015
EQUMTCHUS57667L1070X,Match Group Inc,US57667L1070,MTCH,,MTCH.OQ,NSM,US,USD,50203010
EQUMTDXUS5926881054X,Mettler-Toledo International Inc,US5926881054,MTD,,MTD.N,NYS,US,USD,35203010
EQUMTLNGB00BTQGS779X,Metlen Energy & Metals PLC,GB00BTQGS779,MTLN.L,,MTLN.L,LSE,GB,EUR,20105010
EQUMTXXDE000A0D9PT0X,MTU Aero Engines AG,DE000A0D9PT0,MTX.DE,,MTXGn.DE,GER,DE,EUR,20101010
EQUMUXXUS5951121038X,Micron Technology Inc,US5951121038,MU,MU,MU.OQ,NSM,US,USD,45301020
EQUMUV2DE0008430026X,Muenchener Rueckversicherungs-Gesellschaft in Muenchen AG,DE0008430026,MUV2.DE,,MUVGn.DE,GER,DE,EUR,40301050
EQUNCLHBMG667211046X,Norwegian Cruise Line Holdings Ltd,BMG667211046,NCLH,,NCLH.N,NYS,US,USD,25301020
EQUNDAFFI4000297767X,Nordea Bank Abp,FI4000297767,NDA-FI.HE,,NDAFI.HE,HEX,FI,EUR,40101010
EQUNDAQUS6311031081X,Nasdaq Inc,US6311031081,NDAQ,,NDAQ.OQ,NSM,US,USD,40203040
EQUNDSNUS6556631025X,Nordson Corp,US6556631025,NDSN,,NDSN.OQ,NSM,US,USD,20106020
EQUNEEXUS65339F1012X,Nextera Energy Inc,US65339F1012,NEE,,NEE.N,NYS,US,USD,55101010
EQUNEMXUS6516391066X,Newmont Corporation,US6516391066,NEM,,NEM.N,NYS,US,USD,15104030
EQUNFLXUS64110L1061X,Netflix Inc,US64110L1061,NFLX,NFLX,NFLX.OQ,NSM,US,USD,50202010
EQUNGXXGB00BDR05C01X,National Grid PLC,GB00BDR05C01,NG.L,,NG.L,LSE,GB,GBp,55103010
EQUNIXXUS65473P1057X,NiSource Inc,US65473P1057,NI,,NI.N,NYS,US,USD,55103010
EQUNKEXUS6541061031X,Nike Inc,US6541061031,NKE,NKE,NKE.N,NYS,US,USD,25203020
EQUNOCXUS6668071029X,Northrop Grumman Corp,US6668071029,NOC,,NOC.N,NYS,US,USD,20101010
EQUNOWXUS81762P1021X,ServiceNow Inc,US81762P1021,NOW,NOW,NOW.N,NYS,US,USD,45103020
EQUNRGXUS6293775085X,NRG Energy Inc,US6293775085,NRG,,NRG.N,NYS,US,USD,55101010
EQUNSCXUS6558441084X,Norfolk Southern Corp,US6558441084,NSC,NSC,NSC.N,NYS,US,USD,20304010
EQUNTAPUS64110D1046X,NetApp Inc,US64110D1046,NTAP,,NTAP.OQ,NSM,US,USD,45202030
EQUNTRSUS6658591044X,Northern Trust Corp,US6658591044,NTRS,,NTRS.OQ,NSM,US,USD,40203010
EQUNUXXKYG6683N1034X,Nu Holdings Ltd,KYG6683N1034,NU,,NU.N,NYS,BR,USD,40101010
EQUNUEXUS6703461052X,Nucor Corp,US6703461052,NUE,,NUE.N,NYS,US,USD,15104050
EQUNVDAUS67066G1040X,NVIDIA Corp,US67066G1040,NVDA,NVDA,NVDA.OQ,NSM,US,USD,45301020
EQUNVRXUS62944T1051X,NVR Inc,US62944T1051,NVR,,NVR.N,NYS,US,USD,25201030
EQUNWGXGB00BM8PJY71X,NatWest Group PLC,GB00BM8PJY71,NWG.L,,NWG.L,LSE,GB,GBp,40101010
EQUNWSXUS65249B2088X,News Corp (Class B),US65249B2088,NWS,,NWS.OQ,NSM,US,USD,50201040
EQUNWSAUS65249B1098X,News Corp (Class A),US65249B1098,NWSA,,NWSA.OQ,NSM,US,USD,50201040
EQUNXPINL0009538784X,NXP Semiconductors NV,NL0009538784,NXPI,,NXPI.OQ,NSM,NL,USD,45301020
EQUNXTXGB0032089863X,Next PLC,GB0032089863,NXT.L,,NXT.L,LSE,GB,GBp,25503030
EQUOXXXUS7561091049X,Realty Income Corp,US7561091049,O,,O.N,NYS,US,USD,60107010
EQUODFLUS6795801009X,Old Dominion Freight Line Inc,US6795801009,ODFL,ODFL,ODFL.OQ,NSM,US,USD,20304030
EQUOKEXUS6826801036X,ONEOK Inc,US6826801036,OKE,,OKE.N,NYS,US,USD,10102040
EQUOMCXUS6819191064X,Omnicom Group Inc,US6819191064,OMC,,OMC.N,NYS,US,USD,50201010
EQUONXXUS6821891057X,ON Semiconductor Corp,US6821891057,ON,,ON.OQ,NSM,US,USD,45301020
EQUORAXFR0000133308X,Orange SA,FR0000133308,ORA.PA,,ORAN.PA,PAR,FR,EUR,50101020
EQUORCLUS68389X1054X,Oracle Corp,US68389X1054,ORCL,ORCL,ORCL.N,NYS,US,USD,45103020
EQUORXXFR0000120321X,L'Oreal SA,FR0000120321,OR.PA,,OREP.PA,PAR,FR,EUR,30302010
EQUORLYUS67103H1077X,O'Reilly Automotive Inc,US67103H1077,ORLY,,ORLY.OQ,NSM,US,USD,25504050
EQUOTISUS68902V1070X,Otis Worldwide Corp,US68902V1070,OTIS,,OTIS.N,NYS,US,USD,20106020
EQUOXYXUS6745991058X,Occidental Petroleum Corp,US6745991058,OXY,OXY,OXY.N,NYS,US,USD,10102010
EQUPANWUS6974351057X,Palo Alto Networks Inc,US6974351057,PANW,PANW,PANW.OQ,NSM,US,USD,45103020
EQUPAYCUS70432V1026X,Paycom Software Inc,US70432V1026,PAYC,,PAYC.N,NYS,US,USD,20202010
EQUPAYXUS7043261079X,Paychex Inc,US7043261079,PAYX,,PAYX.OQ,NSM,US,USD,20202010
EQUPCARUS6937181088X,Paccar Inc,US6937181088,PCAR,,PCAR.OQ,NSM,US,USD,20106010
EQUPCGXUS69331C1080X,PG&E Corp,US69331C1080,PCG,,PCG.N,NYS,US,USD,55101010
EQUPDDXUS7223041028X,PDD Holdings Inc,US7223041028,PDD,PDD,PDD.OQ,NSM,IE,USD,25503030
EQUPEGXUS7445731067X,Public Service Enterprise Group Inc,US7445731067,PEG,,PEG.N,NYS,US,USD,55103010
EQUPEPXUS7134481081X,PepsiCo Inc,US7134481081,PEP,,PEP.OQ,NSM,US,USD,30201030
EQURIXXFR0000120693X,Pernod Ricard SA,FR0000120693,RI.PA,,PERP.PA,PAR,FR,EUR,30201020
EQUPFEXUS7170811035X,Pfizer Inc,US7170811035,PFE,,PFE.N,NYS,US,USD,35202010
EQUPFGXUS74251V1026X,Principal Financial Group Inc,US74251V1026,PFG,,PFG.OQ,NSM,US,USD,40301020
EQUPGXXUS7427181091X,Procter & Gamble Co,US7427181091,PG,,PG.N,NYS,US,USD,30301010
EQUPGRXUS7433151039X,Progressive Corp,US7433151039,PGR,,PGR.N,NYS,US,USD,40301040
EQUPHXXUS7010941042X,Parker-Hannifin Corp,US7010941042,PH,,PH.N,NYS,US,USD,20106020
EQUPHMXUS7458671010X,Pultegroup Inc,US7458671010,PHM,,PHM.N,NYS,US,USD,25201030
EQUPHNXGB00BGXQNP29X,Phoenix Group Holdings PLC,GB00BGXQNP29,PHNX.L,,PHNX.L,LSE,GB,GBp,40301020
EQUPKGXUS6951561090X,Packaging Corp of America,US6951561090,PKG,,PKG.N,NYS,US,USD,15103020
EQUPLDXUS74340W1036X,Prologis Inc,US74340W1036,PLD,,PLD.N,NYS,US,USD,60102510
EQUPLTRUS69608A1088X,Palantir Technologies Inc,US69608A1088,PLTR,PLTR,PLTR.OQ,NSM,US,USD,45103010
EQUPMXXUS7181721090X,Philip Morris International Inc,US7181721090,PM,,PM.N,NYS,US,USD,30203010
EQUPNCXUS6934751057X,PNC Financial Services Group Inc,US6934751057,PNC,,PNC.N,NYS,US,USD,40101010
EQUPNRXIE00BLS09M33X,Pentair PLC,IE00BLS09M33,PNR,,PNR.N,NYS,GB,USD,20106020
EQUPNWXUS7234841010X,Pinnacle West Capital Corp,US7234841010,PNW,,PNW.N,NYS,US,USD,55101010
EQUPODDUS45784P1012X,Insulet Corp,US45784P1012,PODD,,PODD.OQ,NSM,US,USD,35101010
EQUPOOLUS73278L1052X,Pool Corp,US73278L1052,POOL,,POOL.OQ,NSM,US,USD,25501010
EQUPPGXUS6935061076X,PPG Industries Inc,US6935061076,PPG,,PPG.N,NYS,US,USD,15101050
EQUPPLXUS69351T1060X,PPL Corp,US69351T1060,PPL,,PPL.N,NYS,US,USD,55101010
EQUKERXFR0000121485X,Kering SA,FR0000121485,KER.PA,,PRTP.PA,PAR,FR,EUR,25203010
EQUPRUXGB0007099541X,Prudential PLC,GB0007099541,PRU.L,,PRU.L,LSE,GB,GBp,40301020
EQUPRUXUS7443201022X,Prudential Financial Inc,US7443201022,PRU,,PRU.N,NYS,US,USD,40301020
EQUPRXXNL0013654783X,Prosus NV,NL0013654783,PRX.AS,,PRX.AS,AEX,NL,EUR,25503030
EQUPSAXUS74460D1090X,Public Storage,US74460D1090,PSA,,PSA.N,NYS,US,USD,60108020
EQUPAH3DE000PAH0038X,Porsche Automobil Holding SE,DE000PAH0038,PAH3.DE,,PSHG_p.DE,GER,DE,EUR,25102010
EQUPSKYUS69932A2042X,Paramount Skydance Corp,US69932A2042,PSKY,,PSKY.OQ,NSM,US,USD,50201020
EQUPSNXGB0006825383X,Persimmon PLC,GB0006825383,PSN.L,,PSN.L,LSE,GB,GBp,25201030
EQUPSONGB0006776081X,Pearson PLC,GB0006776081,PSON.L,,PSON.L,LSE,GB,GBp,25302010
EQUPSXXUS7185461040X,Phillips 66,US7185461040,PSX,,PSX.N,NYS,US,USD,10102030
EQUPTCXUS69370C1009X,PTC Inc,US69370C1009,PTC,,PTC.OQ,NSM,US,USD,45103010
EQUPUBXFR0000130577X,Publicis Groupe SA,FR0000130577,PUB.PA,,PUBP.PA,PAR,FR,EUR,50201010
EQUPWRXUS74762E1029X,Quanta Services Inc,US74762E1029,PWR,,PWR.N,NYS,US,USD,20103010
EQUPYPLUS70450Y1038X,PayPal Holdings Inc,US70450Y1038,PYPL,,PYPL.OQ,NSM,US,USD,40201060
EQUQXXXUS74743L1008X,Qnity Electronics Inc,US74743L1008,Q,,Q.N,NYS,US,USD,45301010
EQUQCOMUS7475251036X,Qualcomm Inc,US7475251036,QCOM,QCOM,QCOM.OQ,NSM,US,USD,45301020
EQUQIAXNL0015002SN0X,Qiagen NV,NL0015002SN0,QIA.DE,,QIA.DE,GER,NL,EUR,35203010
EQURXXXUS7835491082X,Ryder System Inc,US7835491082,R,,R.N,NYS,US,USD,20304030
EQURACENL0011585146X,Ferrari NV,NL0011585146,RACE.MI,,RACE.MI,MIL,IT,EUR,25102010
EQURCLXLR0008862868X,Royal Caribbean Cruises Ltd,LR0008862868,RCL,,RCL.N,NYS,US,USD,25301020
EQUREGXUS7588491032X,Regency Centers Corp,US7588491032,REG,,REG.OQ,NSM,US,USD,60107010
EQUREGNUS75886F1075X,Regeneron Pharmaceuticals Inc,US75886F1075,REGN,,REGN.OQ,NSM,US,USD,35201010
EQURELXGB00B2B0DG97X,RELX PLC,GB00B2B0DG97,REL.L,,REL.L,LSE,GB,GBp,20202020
EQURNOXFR0000131906X,Renault SA,FR0000131906,RNO.PA,,RENA.PA,PAR,FR,EUR,25102010
EQURFXXUS7591EP1005X,Regions Financial Corp,US7591EP1005,RF,,RF.N,NYS,US,USD,40101015
EQURHMXDE0007030009X,Rheinmetall AG,DE0007030009,RHM.DE,RHM.DE,RHMG.DE,GER,DE,EUR,20101010
EQURIOXGB0007188757X,Rio Tinto PLC,GB0007188757,RIO.L,,RIO.L,LSE,GB,GBp,15104020
EQURJFXUS7547301090X,Raymond James Financial Inc,US7547301090,RJF,,RJF.N,NYS,US,USD,40203020
EQURKTXGB00BSZBP530X,Reckitt Benckiser Group PLC,GB00BSZBP530,RKT.L,,RKT.L,LSE,GB,GBp,30301010
EQURLXXUS7512121010X,Ralph Lauren Corp,US7512121010,RL,,RL.N,NYS,US,USD,25203010
EQURMDXUS7611521078X,Resmed Inc,US7611521078,RMD,,RMD.N,NYS,US,USD,35101010
EQURMVXGB00BGDT3G23X,Rightmove PLC,GB00BGDT3G23,RMV.L,,RMV.L,LSE,GB,GBp,50203010
EQUROKXUS7739031091X,Rockwell Automation Inc,US7739031091,ROK,,ROK.N,NYS,US,USD,20104010
EQUROLXUS7757111049X,Rollins Inc,US7757111049,ROL,,ROL.N,NYS,US,USD,20201050
EQUROPXUS7766961061X,Roper Technologies Inc,US7766961061,ROP,,ROP.OQ,NSM,US,USD,45103010
EQUROSTUS7782961038X,Ross Stores Inc,US7782961038,ROST,,ROST.OQ,NSM,US,USD,25504010
EQURRXXGB00B63H8491X,Rolls-Royce Holdings PLC,GB00B63H8491,RR.L,,RR.L,LSE,GB,GBp,20101010
EQURSGXUS7607591002X,Republic Services Inc,US7607591002,RSG,,RSG.N,NYS,US,USD,20201050
EQURTOXGB00B082RF11X,Rentokil Initial PLC,GB00B082RF11,RTO.L,,RTO.L,LSE,GB,GBp,20201050
EQURTXXUS75513E1010X,RTX Corp,US75513E1010,RTX,,RTX.N,NYS,US,USD,20101010
EQURVTYUS7140461093X,Revvity Inc,US7140461093,RVTY,,RVTY.N,NYS,US,USD,35203010
EQURWEXDE0007037129X,RWE AG,DE0007037129,RWE.DE,,RWEG.DE,GER,DE,EUR,55105010
EQUSAFXFR0000073272X,Safran SA,FR0000073272,SAF.PA,SAF,SAF.PA,PAR,FR,EUR,20101010
EQUSAIAUS78709Y1055X,Saia Inc,US78709Y1055,SAIA,SAIA,SAIA.OQ,NSM,US,USD,20304030
EQUSANXES0113900J37X,Banco Santander SA,ES0113900J37,SAN.MC,,SAN.MC,MCE,ES,EUR,40101010
EQUSAPXDE0007164600X,SAP SE,DE0007164600,SAP.DE,,SAPG.DE,GER,DE,EUR,45103010
EQUSANXFR0000120578X,Sanofi SA,FR0000120578,SAN.PA,,SASY.PA,PAR,FR,EUR,35202010
EQUSBACUS78410G1040X,SBA Communications Corp,US78410G1040,SBAC,,SBAC.OQ,NSM,US,USD,60108030
EQUSBLKMHY8162K2046X,Star Bulk Carriers Corp,MHY8162K2046,SBLK,SBLK,SBLK.O,NSQ,GR,USD,20303010
EQUSBRYGB00B019KW72X,J Sainsbury PLC,GB00B019KW72,SBRY.L,,SBRY.L,LSE,GB,GBp,30101030
EQUSBUXUS8552441094X,Starbucks Corp,US8552441094,SBUX,,SBUX.OQ,NSM,US,USD,25301040
EQUSUXXFR0000121972X,Schneider Electric SE,FR0000121972,SU.PA,,SCHN.PA,PAR,FR,EUR,20104010
EQUSCHWUS8085131055X,Charles Schwab Corp,US8085131055,SCHW,,SCHW.N,NYS,US,USD,40203020
EQUSDRXGB00BP9LHF23X,Schroders PLC,GB00BP9LHF23,SDR.L,,SDR.L,LSE,GB,GBp,40203010
EQUSGEXGB00B8C3BL03X,Sage Group PLC,GB00B8C3BL03,SGE.L,,SGE.L,LSE,GB,GBp,45103010
EQUDGXXFR0000125486X,Vinci SA,FR0000125486,DG.PA,,SGEF.PA,PAR,FR,EUR,20103010
EQUSGOXFR0000125007X,Compagnie de Saint Gobain SA,FR0000125007,SGO.PA,,SGOB.PA,PAR,FR,EUR,20102010
EQUSGROGB00B5ZN1N88X,SEGRO PLC,GB00B5ZN1N88,SGRO.L,,SGRO.L,LSE,GB,GBp,60102510
EQUSHELGB00BP6MXD84X,Shell PLC,GB00BP6MXD84,SHEL.L,,SHEL.L,LSE,GB,GBp,10102010
EQUSHLXDE000SHL1006X,Siemens Healthineers AG,DE000SHL1006,SHL.DE,,SHLG.DE,GER,DE,EUR,35101010
EQUSHOPCA82509L1076X,Shopify Inc,CA82509L1076,SHOP,,SHOP.OQ,NSM,CA,USD,45102030
EQUSHWXUS8243481061X,Sherwin-Williams Co,US8243481061,SHW,,SHW.N,NYS,US,USD,15101050
EQUSIEXDE0007236101X,Siemens AG,DE0007236101,SIE.DE,,SIEGn.DE,GER,DE,EUR,20105010
EQUSIRIUS8299331004X,Sirius XM Holdings Inc,US8299331004,SIRI,SIRI,SIRI.O,NSQ,US,USD,50201030
EQUSJMXUS8326964058X,J M Smucker Co,US8326964058,SJM,,SJM.N,NYS,US,USD,30202030
EQUSTJXGB0007669376X,St James's Place PLC,GB0007669376,STJ.L,,SJP.L,LSE,GB,GBp,40203010
EQUSLBXAN8068571086X,Slb NV,AN8068571086,SLB,,SLB.N,NYS,US,USD,10101020
EQUSMCIUS86800U3023X,Super Micro Computer Inc,US86800U3023,SMCI,,SMCI.OQ,NSM,US,USD,45202030
EQUSMINGB00B1WY2338X,Smiths Group PLC,GB00B1WY2338,SMIN.L,,SMIN.L,LSE,GB,GBp,20105010
EQUSNXXGB0009223206X,Smith & Nephew PLC,GB0009223206,SN.L,,SN.L,LSE,GB,GBp,35101010
EQUSNAXUS8330341012X,Snap-On Inc,US8330341012,SNA,,SNA.N,NYS,US,USD,20106020
EQUSNDKUS80004C2008X,Sandisk Corp,US80004C2008,SNDK,,SNDK.OQ,NSM,US,USD,45202030
EQUSNOWUS8334451098X,Snowflake Inc,US8334451098,SNOW,SNOW,SNOW.K,NYQ,US,USD,45102030
EQUSNPSUS8716071076X,Synopsys Inc,US8716071076,SNPS,,SNPS.OQ,NSM,US,USD,45103010
EQUSOXXUS8425871071X,Southern Co,US8425871071,SO,,SO.N,NYS,US,USD,55101010
EQUGLEXFR0000130809X,Societe Generale SA,FR0000130809,GLE.PA,,SOGN.PA,PAR,FR,EUR,40101010
EQUSOLBBE0003470755X,Solvay SA,BE0003470755,SOLB.BR,SOLB.BR,SOLB.BR,BRU,BE,EUR,15101020
EQUSOLVUS83444M1018X,Solventum Corp,US83444M1018,SOLV,,SOLV.N,NYS,US,USD,35101020
EQUSPGXUS8288061091X,Simon Property Group Inc,US8288061091,SPG,,SPG.N,NYS,US,USD,60107010
EQUSPGIUS78409V1044X,S&P Global Inc,US78409V1044,SPGI,,SPGI.N,NYS,US,USD,40203040
EQUSPXXGB00BWFGQN14X,Spirax Group PLC,GB00BWFGQN14,SPX.L,,SPX.L,LSE,GB,GBp,20106020
EQUSREXUS8168511090X,Sempra,US8168511090,SRE,,SRE.N,NYS,US,USD,55103010
EQUSSEXGB0007908733X,SSE PLC,GB0007908733,SSE.L,,SSE.L,LSE,GB,GBp,55101010
EQUSTANGB0004082847X,Standard Chartered PLC,GB0004082847,STAN.L,,STAN.L,LSE,GB,GBp,40101010
EQUSTEXIE00BFY8C754X,STERIS plc,IE00BFY8C754,STE,,STE.N,NYS,IE,USD,35101010
EQUSTLANL00150001Q9X,Stellantis NV,NL00150001Q9,STLAM.MI,,STLAM.MI,MIL,NL,EUR,25102010
EQUSTLDUS8581191009X,Steel Dynamics Inc,US8581191009,STLD,,STLD.OQ,NSM,US,USD,15104050
EQUSTMMNL0000226223X,STMicroelectronics NV,NL0000226223,STMMI.MI,,STMMI.MI,MIL,NL,EUR,45301020
EQUSTTXUS8574771031X,State Street Corp,US8574771031,STT,,STT.N,NYS,US,USD,40203010
EQUSTXXIE00BKVD2N49X,Seagate Technology Holdings PLC,IE00BKVD2N49,STX,,STX.OQ,NSM,SG,USD,45202030
EQUSTZXUS21036P1084X,Constellation Brands Inc,US21036P1084,STZ,,STZ.N,NYS,US,USD,30201020
EQUSVTXGB00B1FH8J72X,Severn Trent PLC,GB00B1FH8J72,SVT.L,,SVT.L,LSE,GB,GBp,55104010
EQUSWXXIE00028FXN24X,Smurfit WestRock PLC,IE00028FXN24,SW,,SW.N,NYS,IE,USD,15103020
EQUSWKXUS8545021011X,Stanley Black & Decker Inc,US8545021011,SWK,,SWK.N,NYS,US,USD,20106020
EQUSWKSUS83088M1027X,Skyworks Solutions Inc,US83088M1027,SWKS,,SWKS.OQ,NSM,US,USD,45301020
EQUSY1XDE000SYM9999X,Symrise AG,DE000SYM9999,SY1.DE,,SY1G.DE,GER,DE,EUR,15101050
EQUSYFXUS87165B1035X,Synchrony Financial,US87165B1035,SYF,,SYF.N,NYS,US,USD,40202010
EQUSYKXUS8636671013X,Stryker Corp,US8636671013,SYK,,SYK.N,NYS,US,USD,35101010
EQUSYYXUS8718291078X,Sysco Corp,US8718291078,SYY,,SYY.N,NYS,US,USD,30101020
EQUTXXXUS00206R1023X,AT&T Inc,US00206R1023,T,,T.N,NYS,US,USD,50101020
EQUTAPXUS60871R2094X,Molson Coors Beverage Co,US60871R2094,TAP,,TAP.N,NYS,US,USD,30201010
EQUHOXXFR0000121329X,Thales SA,FR0000121329,HO.PA,,TCFP.PA,PAR,FR,EUR,20101010
EQUTDGXUS8936411003X,TransDigm Group Inc,US8936411003,TDG,,TDG.N,NYS,US,USD,20101010
EQUTDYXUS8793601050X,Teledyne Technologies Inc,US8793601050,TDY,,TDY.N,NYS,US,USD,45203010
EQUTEAMUS0494681010X,Atlassian Corp,US0494681010,TEAM,,TEAM.OQ,NSM,AU,USD,45103010
EQUTECHUS09073M1045X,Bio-Techne Corp,US09073M1045,TECH,,TECH.OQ,NSM,US,USD,35203010
EQUTELXIE000IVNQZ81X,TE Connectivity PLC,IE000IVNQZ81,TEL,,TEL.N,NYS,IE,USD,45203020
EQUTERXUS8807701029X,Teradyne Inc,US8807701029,TER,,TER.OQ,NSM,US,USD,45301010
EQUTFCXUS89832Q1094X,Truist Financial Corp,US89832Q1094,TFC,,TFC.N,NYS,US,USD,40101015
EQUTGTXUS87612E1064X,Target Corp,US87612E1064,TGT,,TGT.N,NYS,US,USD,30101040
EQUTJXXUS8725401090X,TJX Companies Inc,US8725401090,TJX,,TJX.N,NYS,US,USD,25504010
EQUTKOXUS87256C1018X,TKO Group Holdings Inc,US87256C1018,TKO,,TKO.N,NYS,US,USD,50202010
EQUTMOXUS8835561023X,Thermo Fisher Scientific Inc,US8835561023,TMO,TMO,TMO.N,NYS,US,USD,35203010
EQUTMUSUS8725901040X,T-Mobile US Inc,US8725901040,TMUS,TMUS,TMUS.OQ,NSM,US,USD,50102010
EQUTPLXUS88262P1021X,Texas Pacific Land Corp,US88262P1021,TPL,,TPL.N,NYS,US,USD,10102020
EQUTPRXUS8760301072X,Tapestry Inc,US8760301072,TPR,,TPR.N,NYS,US,USD,25203010
EQUTRGPUS87612G1013X,Targa Resources Corp,US87612G1013,TRGP,,TRGP.N,NYS,US,USD,10102040
EQUTRIXCA8849038085X,Thomson Reuters Corp,CA8849038085,TRI.TO,,TRI.TO,TOR,CA,CAD,20202020
EQUTRMBUS8962391004X,Trimble Inc,US8962391004,TRMB,,TRMB.OQ,NSM,US,USD,45103010
EQUTROWUS74144T1088X,T Rowe Price Group Inc,US74144T1088,TROW,,TROW.OQ,NSM,US,USD,40203010
EQUTRVXUS89417E1091X,Travelers Companies Inc,US89417E1091,TRV,,TRV.N,NYS,US,USD,40301040
EQUTSCOGB00BLGZ9862X,Tesco PLC,GB00BLGZ9862,TSCO.L,,TSCO.L,LSE,GB,GBp,30101030
EQUTSCOUS8923561067X,Tractor Supply Co,US8923561067,TSCO,,TSCO.OQ,NSM,US,USD,25504040
EQUTSLAUS88160R1014X,Tesla Inc,US88160R1014,TSLA,TSLA,TSLA.OQ,NSM,US,USD,25102010
EQUTSMXUS8740391003X,Taiwan Semiconductor Manufacturing Co Ltd,US8740391003,TSM,TSM,TSM.N,NYS,TW,USD,45301020
EQUTSNXUS9024941034X,Tyson Foods Inc,US9024941034,TSN,,TSN.N,NYS,US,USD,30202030
EQUTTXXIE00BK9ZQ967X,Trane Technologies PLC,IE00BK9ZQ967,TT,,TT.N,NYS,IE,USD,20102010
EQUTTDXUS88339J1051X,Trade Desk Inc,US88339J1051,TTD,,TTD.OQ,NMS,US,USD,50201010
EQUTTEXFR0000120271X,TotalEnergies SE,FR0000120271,TTE.PA,,TTEF.PA,PAR,FR,EUR,10102010
EQUTTWOUS8740541094X,Take-Two Interactive Software Inc,US8740541094,TTWO,,TTWO.OQ,NSM,US,USD,50202020
EQUTXNXUS8825081040X,Texas Instruments Inc,US8825081040,TXN,,TXN.OQ,NSM,US,USD,45301020
EQUTXTXUS8832031012X,Textron Inc,US8832031012,TXT,,TXT.N,NYS,US,USD,20101010
EQUTYLXUS9022521051X,Tyler Technologies Inc,US9022521051,TYL,,TYL.N,NYS,US,USD,45103010
EQUUALXUS9100471096X,United Airlines Holdings Inc,US9100471096,UAL,,UAL.OQ,NSM,US,USD,20302010
EQUUBERUS90353T1007X,Uber Technologies Inc,US90353T1007,UBER,UBER,UBER.N,NYS,US,USD,20304040
EQUUBSGCH0244767585X,UBS Group AG,CH0244767585,UBSG.SW,UBS,UBSG.S,VTX,CH,CHF,40203030
EQUUDRXUS9026531049X,UDR Inc,US9026531049,UDR,,UDR.N,NYS,US,USD,60106010
EQUUHSXUS9139031002X,Universal Health Services Inc,US9139031002,UHS,,UHS.N,NYS,US,USD,35102020
EQUULTAUS90384S3031X,Ulta Beauty Inc,US90384S3031,ULTA,,ULTA.OQ,NSM,US,USD,25504040
EQUULVRGB00BVZK7T90X,Unilever PLC,GB00BVZK7T90,ULVR.L,,ULVR.L,LSE,GB,GBp,30302010
EQUUNHXUS91324P1021X,UnitedHealth Group Inc,US91324P1021,UNH,,UNH.N,NYS,US,USD,35102030
EQUUNPXUS9078181081X,Union Pacific Corp,US9078181081,UNP,UNP,UNP.N,NYS,US,USD,20304010
EQUUPSXUS9113121068X,United Parcel Service Inc,US9113121068,UPS,UPS,UPS.N,NYS,US,USD,20301010
EQUURIXUS9113631090X,United Rentals Inc,US9113631090,URI,,URI.N,NYS,US,USD,20107010
EQUURWXFR0013326246X,Unibail-Rodamco-Westfield SE,FR0013326246,URW.PA,,URW.PA,PAR,FR,EUR,60107010
EQUUSBXUS9029733048X,US Bancorp,US9029733048,USB,,USB.N,NYS,US,USD,40101010
EQUUUXXGB00B39J2M42X,United Utilities Group PLC,GB00B39J2M42,UU.L,,UU.L,LSE,GB,GBp,55104010
EQUVXXXUS92826C8394X,Visa Inc,US92826C8394,V,V,V.N,NYS,US,USD,40201060
EQUVICIUS9256521090X,VICI Properties Inc,US9256521090,VICI,,VICI.N,NYS,US,USD,60108010
EQUVIEXFR0000124141X,Veolia Environnement SA,FR0000124141,VIE.PA,VIE,VIE.PA,PAR,FR,EUR,55103010
EQUVLOXUS91913Y1001X,Valero Energy Corp,US91913Y1001,VLO,,VLO.N,NYS,US,USD,10102030
EQUVLTOUS92338C1036X,Veralto Corp,US92338C1036,VLTO,,VLTO.N,NYS,US,USD,20201050
EQUVMCXUS9291601097X,Vulcan Materials Co,US9291601097,VMC,,VMC.N,NYS,US,USD,15102010
EQUVNAXDE000A1ML7J1X,Vonovia SE,DE000A1ML7J1,VNA.DE,,VNAn.DE,GER,DE,EUR,60201020
EQUVODXGB00BH4HKS39X,Vodafone Group PLC,GB00BH4HKS39,VOD.L,,VOD.L,LSE,GB,GBp,50102010
EQUVOW3DE0007664039X,Volkswagen AG,DE0007664039,VOW3.DE,,VOWG_p.DE,GER,DE,EUR,25102010
EQUVRSKUS92345Y1064X,Verisk Analytics Inc,US92345Y1064,VRSK,,VRSK.OQ,NSM,US,USD,20202020
EQUVRSNUS92343E1029X,"VeriSign, Inc",US92343E1029,VRSN,VRSN,VRSN.OQ,NSM,US,USD,45102030
EQUVRTXUS92532F1003X,Vertex Pharmaceuticals Inc,US92532F1003,VRTX,,VRTX.OQ,NSM,US,USD,35201010
EQUVSTXUS92840M1027X,Vistra Corp,US92840M1027,VST,,VST.N,NYS,US,USD,55105010
EQUVTRXUS92276F1003X,Ventas Inc,US92276F1003,VTR,,VTR.N,NYS,US,USD,60105010
